name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;5.000694834323704;0.0;31.592135209473874;0;961;0.0;20.0;315.1020000000135;315.1020000000135
run_0_t4;5.001606456956403;0.0;28.438310528015275;0;883;11.0;16.0;247.0;247.0
run_0_t5;5.000522515411426;0.0;30.609723439070997;0;701;0.0;20.0;295.0;295.0
run_0_t1;4.999683155548391;0.0;28.48107005718903;0;736;11.0;16.0;250.0;250.0
run_0_t3;5.000700392998294;0.0;26.33681773746622;0;454;10.0;15.0;238.0;238.0
run_0_t7;4.9988993824312535;0.0;29.455787373854335;0;895;0.0;19.0;259.0;259.0
run_0_t6;5.00165092635312;0.0;30.756596338538717;0;839;0.0;18.0;355.0;355.0
run_1_t7;4.997665356672355;0.0;32.308933543157146;0;939;0.0;22.0;447.0;447.0
run_1_t2;5.001867631609665;0.0;29.72020631416425;0;1887;0.0;20.0;267.0;267.0
run_1_t1;5.001011611296697;0.0;32.608585038615246;0;1631;0.0;24.0;392.9000000002561;392.9000000002561
run_1_t5;5.000883789958145;0.0;29.52156918658237;0;1973;9.0;17.0;250.0;250.0
run_1_t6;5.0009949750978295;0.0;29.318269111848263;0;1065;0.0;21.0;267.0;267.0
run_1_t3;5.0009171813072895;0.0;28.696719568791995;0;1639;10.0;17.0;250.0;250.0
run_1_t4;4.999760979649919;0.0;28.56910609753714;0;1665;10.0;16.0;246.0;246.0
run_2_t7;5.000789331791728;0.0;30.75436634075686;0;951;0.0;22.0;281.0;281.0
run_2_t5;5.000066704095076;0.0;29.46434199838366;0;960;0.0;18.0;326.204000000027;326.204000000027
run_2_t6;5.000266786720691;0.0;34.40808587248064;0;5054;0.0;21.0;453.082000000024;453.082000000024
run_2_t3;4.999805446389363;0.0;30.084374776374535;0;946;0.0;23.0;280.1020000000135;280.1020000000135
run_2_t2;4.997654304517965;0.0;31.98126951511333;0;1142;0.0;24.0;362.29100000002654;362.29100000002654
run_2_t1;5.00015008421392;0.0;29.319091572836218;0;790;9.0;18.0;324.1020000000135;324.1020000000135
run_2_t4;5.003285085378868;0.0;31.490370911923296;0;1538;0.0;24.0;327.09700000000885;327.09700000000885
