timestamp,value,producedElements
1603736805173,10.000000,5000
1603736805683,0.000000,5101
1603736830172,10.000000,10000
1603736830677,0.000000,10101
1603736855174,10.000000,15000
1603736855677,0.000000,15101
1603736880172,10.000000,20000
1603736880677,0.000000,20101
1603736905172,10.000000,25000
1603736905677,0.000000,25101
1603736930174,10.000000,30000
1603736930677,0.000000,30101
1603736955172,10.000000,35000
1603736955677,0.000000,35101
1603736980172,10.000000,40000
1603736980677,0.000000,40101
1603737005172,10.000000,45000
1603737005679,0.000000,45101
1603737030172,10.000000,50000
1603737030677,0.000000,50101
1603737055172,10.000000,55000
1603737055677,0.000000,55101
1603737080175,10.000000,60000
1603737080677,0.000000,60101
1603737105172,10.000000,65000
1603737105680,0.000000,65101
1603737130172,10.000000,70000
1603737130677,0.000000,70101
1603737155172,10.000000,75000
1603737155677,0.000000,75101
1603737180172,10.000000,80000
1603737180683,0.000000,80101
1603737205172,10.000000,85000
1603737205677,0.000000,85101
1603737230172,10.000000,90000
1603737230677,0.000000,90101
1603737255172,10.000000,95000
1603737255677,0.000000,95101
1603737280172,10.000000,100000
1603737280677,0.000000,100101
1603737305172,10.000000,105000
1603737305678,0.000000,105101
1603737330172,10.000000,110000
1603737330678,0.000000,110101
1603737355173,10.000000,115000
1603737355677,0.000000,115101
1603737380172,10.000000,120000
1603737380677,0.000000,120101
1603737405173,10.000000,125000
1603737405687,0.000000,125101
1603737430172,10.000000,130000
1603737430677,0.000000,130101
1603737455172,10.000000,135000
1603737455678,0.000000,135101
1603737480172,10.000000,140000
1603737480677,0.000000,140101
1603737505173,10.000000,145000
1603737505677,0.000000,145101
1603737530172,10.000000,150000
1603737530677,0.000000,150101
1603737555172,10.000000,155000
1603737555677,0.000000,155101
1603737580172,10.000000,160000
1603737580677,0.000000,160101
1603737605173,10.000000,165000
1603737605678,0.000000,165101
1603737630173,10.000000,170000
1603737630677,0.000000,170101
1603737655173,10.000000,175000
1603737655678,0.000000,175101
1603737680172,10.000000,180000
1603737680678,0.000000,180101
1603737705172,10.000000,185000
1603737705677,0.000000,185101
1603737730175,10.000000,190000
1603737730682,0.000000,190101
1603737755172,10.000000,195000
1603737755677,0.000000,195101
1603737780172,10.000000,200000
1603737780677,0.000000,200101
1603737805172,10.000000,205000
1603737805678,0.000000,205101
1603737830172,10.000000,210000
1603737830678,0.000000,210101
1603737855172,10.000000,215000
1603737855678,0.000000,215101
1603737880172,10.000000,220000
1603737880677,0.000000,220101
1603737905172,10.000000,225000
1603737905677,0.000000,225101
1603737930172,10.000000,230000
1603737930677,0.000000,230101
1603737955173,10.000000,235000
1603737955677,0.000000,235101
1603737980172,10.000000,240000
