timestamp,value,producedElements
1603744579931,10.000000,5000
1603744580435,0.000000,5101
1603744604931,10.000000,10000
1603744605435,0.000000,10101
1603744629931,10.000000,15000
1603744630435,0.000000,15101
1603744654931,10.000000,20000
1603744655435,0.000000,20101
1603744679931,10.000000,25000
1603744680435,0.000000,25101
1603744704931,10.000000,30000
1603744705435,0.000000,30101
1603744729930,10.000000,35000
1603744730435,0.000000,35101
1603744754931,10.000000,40000
1603744755435,0.000000,40101
1603744779931,10.000000,45000
1603744780436,0.000000,45101
1603744804931,10.000000,50000
1603744805435,0.000000,50101
1603744829931,10.000000,55000
1603744830435,0.000000,55101
1603744854930,10.000000,60000
1603744855436,0.000000,60101
1603744879931,10.000000,65000
1603744880436,0.000000,65101
1603744904933,10.000000,70000
1603744905437,0.000000,70101
1603744929930,10.000000,75000
1603744930436,0.000000,75101
1603744954934,10.000000,80000
1603744955435,0.000000,80101
1603744979931,10.000000,85000
1603744980436,0.000000,85101
1603745004930,10.000000,90000
1603745005436,0.000000,90101
1603745029930,10.000000,95000
1603745030439,0.000000,95101
1603745054930,10.000000,100000
1603745055437,0.000000,100101
1603745079930,10.000000,105000
1603745080435,0.000000,105101
1603745104930,10.000000,110000
1603745105435,0.000000,110101
1603745129930,10.000000,115000
1603745130435,0.000000,115101
1603745154931,10.000000,120000
1603745155435,0.000000,120101
1603745179930,10.000000,125000
1603745180435,0.000000,125101
1603745204930,10.000000,130000
1603745205435,0.000000,130101
1603745229931,10.000000,135000
1603745230435,0.000000,135101
1603745254930,10.000000,140000
1603745255435,0.000000,140101
1603745279930,10.000000,145000
1603745280435,0.000000,145101
1603745304930,10.000000,150000
1603745305435,0.000000,150101
1603745329930,10.000000,155000
1603745330435,0.000000,155101
1603745354930,10.000000,160000
1603745355435,0.000000,160101
1603745379930,10.000000,165000
1603745380435,0.000000,165101
1603745404931,10.000000,170000
1603745405446,0.000000,170101
1603745429930,10.000000,175000
1603745430436,0.000000,175101
1603745454930,10.000000,180000
1603745455435,0.000000,180101
1603745479931,10.000000,185000
1603745480436,0.000000,185101
1603745504930,10.000000,190000
1603745505435,0.000000,190101
1603745529930,10.000000,195000
1603745530436,0.000000,195101
1603745554930,10.000000,200000
1603745555435,0.000000,200101
1603745579931,10.000000,205000
1603745580437,0.000000,205101
1603745604930,10.000000,210000
1603745605435,0.000000,210101
1603745629930,10.000000,215000
1603745630435,0.000000,215101
1603745654930,10.000000,220000
1603745655437,0.000000,220101
1603745679930,10.000000,225000
1603745680435,0.000000,225101
1603745704930,10.000000,230000
1603745705435,0.000000,230101
1603745729930,10.000000,235000
1603745730435,0.000000,235101
1603745754931,10.000000,240000
