timestamp,value,producedElements
1603736805220,10.000000,5000
1603736805724,0.000000,5101
1603736830220,10.000000,10000
1603736830724,0.000000,10101
1603736855219,10.000000,15000
1603736855724,0.000000,15101
1603736880220,10.000000,20000
1603736880724,0.000000,20101
1603736905219,10.000000,25000
1603736905728,0.000000,25101
1603736930219,10.000000,30000
1603736930724,0.000000,30101
1603736955219,10.000000,35000
1603736955724,0.000000,35101
1603736980220,10.000000,40000
1603736980726,0.000000,40101
1603737005219,10.000000,45000
1603737005724,0.000000,45101
1603737030219,10.000000,50000
1603737030724,0.000000,50101
1603737055219,10.000000,55000
1603737055725,0.000000,55101
1603737080220,10.000000,60000
1603737080724,0.000000,60101
1603737105219,10.000000,65000
1603737105724,0.000000,65101
1603737130219,10.000000,70000
1603737130724,0.000000,70101
1603737155219,10.000000,75000
1603737155725,0.000000,75101
1603737180220,10.000000,80000
1603737180724,0.000000,80101
1603737205219,10.000000,85000
1603737205724,0.000000,85101
1603737230219,10.000000,90000
1603737230724,0.000000,90101
1603737255220,10.000000,95000
1603737255724,0.000000,95101
1603737280219,10.000000,100000
1603737280724,0.000000,100101
1603737305219,10.000000,105000
1603737305724,0.000000,105101
1603737330219,10.000000,110000
1603737330725,0.000000,110101
1603737355219,10.000000,115000
1603737355724,0.000000,115101
1603737380219,10.000000,120000
1603737380724,0.000000,120101
1603737405220,10.000000,125000
1603737405724,0.000000,125101
1603737430220,10.000000,130000
1603737430724,0.000000,130101
1603737455219,10.000000,135000
1603737455724,0.000000,135101
1603737480219,10.000000,140000
1603737480724,0.000000,140101
1603737505219,10.000000,145000
1603737505724,0.000000,145101
1603737530220,10.000000,150000
1603737530724,0.000000,150101
1603737555219,10.000000,155000
1603737555725,0.000000,155101
1603737580219,10.000000,160000
1603737580724,0.000000,160101
1603737605219,10.000000,165000
1603737605724,0.000000,165101
1603737630219,10.000000,170000
1603737630724,0.000000,170101
1603737655219,10.000000,175000
1603737655724,0.000000,175101
1603737680220,10.000000,180000
1603737680724,0.000000,180101
1603737705219,10.000000,185000
1603737705724,0.000000,185101
1603737730219,10.000000,190000
1603737730724,0.000000,190101
1603737755219,10.000000,195000
1603737755724,0.000000,195101
1603737780220,10.000000,200000
1603737780724,0.000000,200101
1603737805220,10.000000,205000
1603737805724,0.000000,205101
1603737830219,10.000000,210000
1603737830727,0.000000,210101
1603737855219,10.000000,215000
1603737855724,0.000000,215101
1603737880220,10.000000,220000
1603737880724,0.000000,220101
1603737905220,10.000000,225000
1603737905725,0.000000,225101
1603737930219,10.000000,230000
1603737930724,0.000000,230101
1603737955219,10.000000,235000
1603737955724,0.000000,235101
1603737980219,10.000000,240000
