name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t3;5.0;5.0;1.5074288384014596;0;105;6.0;6.0;20.0;20.0
run_0_t4;5.0;5.0;1.3261255586371492;0;99;6.0;6.0;17.0;17.0
run_0_t2;5.0;5.0;1.1228073207719556;0;208;6.0;6.0;14.0;14.0
run_0_t5;4.99999444132541;5.0;1.0267680672692827;0;54;6.0;6.0;14.0;14.0
run_0_t1;4.99999444132541;5.0;1.1664438351667235;0;91;6.0;6.0;15.0;15.0
run_0_t7;5.00000555867459;5.0;0.9954984589803528;0;46;6.0;6.0;13.0;13.0
run_0_t6;5.0;5.0;1.3154567712780463;0;61;6.0;6.0;17.0;17.0
run_1_t6;5.0;5.0;0.8681465618832388;0;56;6.0;6.0;12.0;12.0
run_1_t4;5.0;5.0;1.0693130881253838;0;59;6.0;6.0;14.0;14.0
run_1_t3;5.0;5.0;0.9979105347590972;0;64;6.0;6.0;14.0;14.0
run_1_t2;5.0;5.0;1.019861242774411;0;75;6.0;6.0;14.0;14.0
run_1_t7;5.00000555867459;5.0;0.9036576179941276;0;49;6.0;6.0;13.0;13.0
run_1_t1;5.0;5.0;1.1136058846146082;0;60;6.0;6.0;14.0;14.0
run_1_t5;4.99999444132541;5.0;0.9843521949543379;0;50;6.0;6.0;14.0;14.0
run_2_t6;5.0;5.0;1.0099533008253805;0;80;6.0;6.0;14.0;14.0
run_2_t7;5.000016676023769;5.0;1.2244691179279572;0;55;6.0;6.0;15.0;15.0
run_2_t1;4.999988882650821;5.0;1.2550810023401573;0;90;6.0;6.0;16.0;16.0
run_2_t3;5.0;5.0;0.8905993920918798;0;49;6.0;6.0;12.0;12.0
run_2_t5;5.0;5.0;1.1521816981256208;0;63;6.0;6.0;15.0;15.0
run_2_t4;5.0;5.0;0.9282451350745118;0;37;6.0;6.0;13.0;13.0
run_2_t2;5.0;5.0;1.0543304164659189;0;121;6.0;6.0;14.0;14.0
