name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t3;520.9787595581988;538.0;235.8637382733431;72.0;1288.0;849.0;953.0;1179.0;1179.0
run_0_t4;2877.8297932596997;506.0;9576.627647716266;95.0;52387.0;1790.0;27491.0;52366.0;52366.0
run_0_t2;3037.1549136222034;335.0;10477.511985292283;-88.0;55820.0;1125.0;31335.0;55820.0;55820.0
run_0_t5;670.4868309260833;560.0;453.0058544898802;-97.0;2309.0;1366.0;1522.0;2129.2700000000104;2129.2700000000104
run_0_t1;504.84168790710845;383.0;434.61653019827907;-274.0;2533.0;1003.0;1109.0;2533.0;2533.0
run_0_t7;417.10421976777116;378.0;243.89678772103906;-168.0;1272.0;721.0;902.0;1272.0;1272.0
run_0_t6;500.93967714528463;437.0;297.3991222848144;-119.0;1427.0;959.0;1078.0;1264.0;1264.0
run_1_t6;407.9190031152648;352.0;232.91117057195726;-7.0;1255.0;754.0;874.0;999.0;999.0
run_1_t4;466.58057207589917;377.0;397.0868515395631;-61.0;2330.0;897.0;1032.0;2330.0;2330.0
run_1_t3;4526.355706598697;544.0;14135.197001856372;-129.0;70631.0;1342.0;46718.0;70631.0;70631.0
run_1_t2;728.6301331067687;636.0;480.03903626604637;-118.0;2111.0;1480.0;1667.0;2111.0;2111.0
run_1_t7;899.5536675162843;443.0;1549.8010877730148;-137.0;7866.0;1158.0;5828.0;7866.0;7866.0
run_1_t1;898.2798074199943;507.0;1413.886392375226;-114.0;8532.0;1616.0;2040.0;8532.0;8532.0
run_1_t5;501.2588501840838;450.0;314.0656353099144;-130.0;7004.0;914.0;980.0;1603.0;1603.0
run_2_t6;577.2925516850751;476.0;399.3419306414306;-28.0;1819.0;1199.0;1480.0;1819.0;1819.0
run_2_t7;400.2316624185783;221.0;1051.2997789832955;-186.0;6696.0;496.0;697.0;6696.0;6696.0
run_2_t1;4081.467572925517;510.0;12996.68451544277;47.0;66595.0;2156.0;41779.0;66595.0;66595.0
run_2_t3;4381.475785896347;286.0;14130.24816678018;-161.0;67939.0;1682.0;49036.0;67939.0;67939.0
run_2_t5;501.6318323421127;471.0;314.6842885617037;-336.0;1750.0;935.0;1242.0;1473.0;1473.0
run_2_t4;420.9289153214387;336.0;349.83544505569597;48.0;2067.0;798.0;846.0;2067.0;2067.0
run_2_t2;624.9917870291702;407.0;505.79285594988556;15.0;2134.0;1393.0;1751.0;1891.0;1891.0
