name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t7;233.67880529645237;192.0;273.29362259185905;-659.0;4659.0;497.0;624.0;3792.0;3792.0
run_0_t3;57508.8333018333;245.0;93748.81318539125;-426.0;315943.0;229529.0;272655.0;311241.0;311241.0
run_0_t1;217.33968336909513;196.0;282.9178966965221;-3184.0;8317.0;490.0;618.0;1360.0;1360.0
run_0_t6;354.22540496069905;266.0;391.5269554142881;-488.0;7414.0;769.0;1028.0;2936.0;2936.0
run_0_t2;309.794067617597;234.0;421.74424182865994;-511.0;6798.0;680.0;938.0;5016.0;5016.0
run_0_t5;305.7746506275918;263.0;349.59863206204056;-329.0;4893.0;590.0;753.0;3818.0;3818.0
run_0_t4;272.3928313340078;213.0;354.65301063730215;-1715.0;8887.0;592.0;845.0;3475.0;3475.0
run_1_t1;325.6717789364848;187.0;697.9695770806422;-804.0;16161.0;584.0;893.0;6487.0;6487.0
run_1_t6;81.32509700156758;43.0;549.2045000328244;-3932.0;9274.0;270.0;401.0;8370.0;8370.0
run_1_t4;113.67522541051953;65.0;217.86845185225542;-2113.0;3967.0;306.0;440.0;1706.0;1706.0
run_1_t7;55937.423327070384;222.0;92732.20971979084;-436.0;313570.0;225997.0;270938.0;312549.0;312549.0
run_1_t3;199.20810032574738;134.0;210.73515070597992;-595.0;1917.0;468.0;602.0;1340.0;1340.0
run_1_t5;255.24219262454557;169.0;517.8431026740852;-284.0;8254.0;490.0;647.0;7648.0;7648.0
run_1_t2;144.46257796257797;46.0;339.2930823042963;-925.0;11604.0;293.0;475.0;2760.0;2760.0
run_2_t5;121.92214859861919;47.0;227.14252304596172;-1141.0;7516.0;278.0;432.0;1715.0;1715.0
run_2_t3;1572.923393776335;273.0;5610.671855261402;-371.0;43914.0;1446.0;5639.0;43122.0;43122.0
run_2_t1;1536.6345069874483;160.0;6386.102159880407;-2029.0;48249.0;769.0;4843.0;47290.0;47290.0
run_2_t4;1832.693903076256;172.0;7140.023681735704;-433.0;51977.0;780.0;9901.0;50838.0;50838.0
run_2_t7;54047.237990149755;176.0;90919.28219604214;-419.0;311027.0;221548.0;265837.0;310176.7490000001;310176.7490000001
run_2_t6;302.1523952994541;150.0;796.4007232297303;-1223.0;13475.0;516.0;786.3500000000058;7694.0;7694.0
run_2_t2;1820.7057767351885;229.0;7147.406465901565;-2266.0;51881.0;992.0;8563.0;51175.0;51175.0
