name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;189.7870769778094;164.0;141.19441324876126;1;1328;385.0;463.0;935.0;935.0
run_0_t5;200.38264330502068;170.0;155.90239539678632;2;2018;413.0;486.0;1163.5250000000524;1163.5250000000524
run_0_t6;238.26276848846;148.0;690.3074156481664;1;10933;378.0;468.0;10034.525000000052;10034.525000000052
run_0_t4;125.36777916129319;95.0;112.27486138993258;1;1134;251.0;346.0;771.0;771.0
run_0_t1;199.00789900831592;167.0;152.5731624326244;1;1707;411.0;486.0;998.4200000000419;998.4200000000419
run_0_t3;135.97198937163694;88.0;118.43162009533035;2;1129;275.0;372.0;820.1050000000105;820.1050000000105
run_0_t7;57440.069362298214;276.0;94438.16469080342;2;319704;230476.5;275201.25;318804.525;318804.525
run_1_t6;250.15182661093075;173.0;577.8648069334854;2;9615;427.0;507.0;8754.420000000042;8754.420000000042
run_1_t1;156.62315448926046;97.0;225.5634858116442;1;4695;299.0;417.0;3797.5250000000524;3797.5250000000524
run_1_t5;171.57180815582336;143.0;132.8815757597842;1;1169;345.0;439.0;885.1050000000105;885.1050000000105
run_1_t7;55672.81763352159;283.0;92653.40523983874;1;315546;225887.5;270732.25;314659.525;314659.525
run_1_t3;180.92306110197003;101.0;481.1414283058109;1;8497;314.0;431.0;7596.630000000063;7596.630000000063
run_1_t2;186.00044470138303;158.0;141.4313782718879;2;1154;379.0;463.0;948.1050000000105;948.1050000000105
run_1_t4;130.31819495708632;86.0;115.58692469664439;1;1156;266.0;358.0;766.1050000000105;766.1050000000105
run_2_t5;188.91120425134523;165.0;137.1294703455863;2;966;386.0;462.0;800.0;800.0
run_2_t3;126.75177880553208;101.0;107.9703534422996;1;901;249.0;342.0;647.0;647.0
run_2_t2;169.26233490461155;145.0;125.82721608558793;2;951;335.5;426.0;734.1050000000105;734.1050000000105
run_2_t4;127.95684728954507;100.0;109.51497419381788;1;900;251.0;345.0;663.1050000000105;663.1050000000105
run_2_t6;205.88142593498466;157.0;326.0394084059243;1;6345;387.0;472.0;5450.525000000052;5450.525000000052
run_2_t7;59390.89485035798;290.0;95813.60783904998;2;321828;234077.5;278191.25;320943.525;320943.525
run_2_t1;237.8977631520434;166.0;525.3286308767085;2;8953;401.0;491.0;8053.525000000052;8053.525000000052
