timestamp,value,producedElements
1603765912400,10.000000,5000
1603765912905,0.000000,5101
1603765937400,10.000000,10000
1603765937905,0.000000,10101
1603765962401,10.000000,15000
1603765962905,0.000000,15101
1603765987400,10.000000,20000
1603765987906,0.000000,20101
1603766012400,10.000000,25000
1603766012906,0.000000,25101
1603766037400,10.000000,30000
1603766037905,0.000000,30101
1603766062400,10.000000,35000
1603766062905,0.000000,35101
1603766087400,10.000000,40000
1603766087911,0.000000,40101
1603766112400,10.000000,45000
1603766112905,0.000000,45101
1603766137400,10.000000,50000
1603766137905,0.000000,50101
1603766162400,10.000000,55000
1603766162911,0.000000,55101
1603766187400,10.000000,60000
1603766187905,0.000000,60101
1603766212400,10.000000,65000
1603766212905,0.000000,65101
1603766237400,10.000000,70000
1603766237905,0.000000,70101
1603766262400,10.000000,75000
1603766262906,0.000000,75101
1603766287400,10.000000,80000
1603766287905,0.000000,80101
1603766312400,10.000000,85000
1603766312905,0.000000,85101
1603766337400,10.000000,90000
1603766337905,0.000000,90101
1603766362400,10.000000,95000
1603766362905,0.000000,95101
1603766387400,10.000000,100000
1603766387907,0.000000,100101
1603766412400,10.000000,105000
1603766412907,0.000000,105101
1603766437401,10.000000,110000
1603766437905,0.000000,110101
1603766462400,10.000000,115000
1603766462905,0.000000,115101
1603766487401,10.000000,120000
1603766487905,0.000000,120101
1603766512400,10.000000,125000
1603766512905,0.000000,125101
1603766537401,10.000000,130000
1603766537905,0.000000,130101
1603766562400,10.000000,135000
1603766562905,0.000000,135101
1603766587403,10.000000,140000
1603766587905,0.000000,140101
1603766612400,10.000000,145000
1603766612906,0.000000,145101
1603766637400,10.000000,150000
1603766637905,0.000000,150101
1603766662400,10.000000,155000
1603766662905,0.000000,155101
1603766687400,10.000000,160000
1603766687905,0.000000,160101
1603766712400,10.000000,165000
1603766712905,0.000000,165101
1603766737400,10.000000,170000
1603766737905,0.000000,170101
1603766762400,10.000000,175000
1603766762905,0.000000,175101
1603766787400,10.000000,180000
1603766787905,0.000000,180101
1603766812400,10.000000,185000
1603766812905,0.000000,185101
1603766837400,10.000000,190000
1603766837905,0.000000,190101
1603766862400,10.000000,195000
1603766862906,0.000000,195101
1603766887400,10.000000,200000
1603766887905,0.000000,200101
1603766912401,10.000000,205000
1603766912905,0.000000,205101
1603766937400,10.000000,210000
1603766937905,0.000000,210101
1603766962400,10.000000,215000
1603766962905,0.000000,215101
1603766987401,10.000000,220000
1603766987905,0.000000,220101
1603767012400,10.000000,225000
1603767012905,0.000000,225101
1603767037400,10.000000,230000
1603767037905,0.000000,230101
1603767062400,10.000000,235000
1603767062905,0.000000,235101
1603767087400,10.000000,240000
