name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;616.2778247190012;82.0;2957.4065002987254;-415.0;28435.0;374.0;520.0;27217.0;27217.0
run_0_t5;148.96957652840007;95.0;150.33238314531732;-620.0;1922.0;335.0;450.0;747.1070000000182;747.1070000000182
run_0_t6;36.83007771243065;26.0;527.9582233666857;-4553.0;7893.0;237.0;265.0;6997.284000000218;6997.284000000218
run_0_t4;195.61838082426317;167.0;158.29965981197049;-378.0;1453.0;416.0;485.0;1008.0;1008.0
run_0_t1;121.0070875070875;65.0;134.96028192272954;-494.0;1737.0;283.0;370.0;739.2140000000363;739.2140000000363
run_0_t3;128.27229924288747;63.0;133.65191907383962;-30.0;1136.0;294.0;394.0;886.0;886.0
run_0_t7;2722.796274472745;279.0;10120.489428831506;-415.0;326554.0;6851.0;7939.0;9335.0;9335.0
run_1_t6;143.50947780359544;75.0;189.57056618247572;-423.0;10692.0;298.0;440.0;1431.0;1431.0
run_1_t1;181.46312272782862;138.0;145.07573316301563;8.0;4910.0;358.0;465.0;992.0;992.0
run_1_t5;147.18579830344535;89.0;144.10018280738905;-533.0;1068.0;316.0;444.0;739.0;739.0
run_1_t7;2710.12467897762;197.0;3680.6103868210125;-427.0;323151.0;7528.0;7593.0;7682.0;7682.0
run_1_t3;346.63572992984757;165.0;1210.953485164491;-431.0;18534.0;451.0;542.0;17565.0;17565.0
run_1_t2;142.37409252115134;85.0;148.8764788064521;-623.0;1191.0;315.0;438.0;766.0;766.0
run_1_t4;238.41971383147853;141.0;631.7937798937595;-6.0;10354.0;393.0;496.0;9448.963000000163;9448.963000000163
run_2_t5;164.97953239129708;112.0;153.6693828797746;-431.0;1249.0;350.0;474.0;782.0;782.0
run_2_t3;156.01982834335774;99.0;142.87803688646287;-366.0;1162.0;311.0;454.0;812.0;812.0
run_2_t2;155.31169466463584;71.0;412.0542560412568;-462.0;7603.0;309.0;448.0;6709.0;6709.0
run_2_t4;107.30529089352619;43.0;131.2648747753777;-326.0;1265.0;266.0;332.0;867.0;867.0
run_2_t6;92.95607413254471;41.0;128.69043694776812;-580.0;6501.0;255.0;314.0;679.1070000000182;679.1070000000182
run_2_t7;657.2286791110321;60.0;6292.3110789139855;-640.0;326767.0;2640.0;3372.0;4616.0;4616.0
run_2_t1;246.0858060858061;83.0;832.3418583338135;-413.0;16384.0;339.0;502.0;7479.0;7479.0
