name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t7;284.30318628540937;251.0;255.31335250413557;6;4098;519.0;648.0;3278.420000000042;3278.420000000042
run_0_t3;296.49734846800374;233.0;373.8896465193363;1;5649;551.0;718.0;4890.420000000042;4890.420000000042
run_0_t1;278.86971361230934;173.0;593.8547474401538;2;8312;468.0;662.0;7412.525000000052;7412.525000000052
run_0_t6;255.55936207586606;183.0;451.73366827765875;1;5752;443.0;535.0;5302.1050000000105;5302.1050000000105
run_0_t2;201.29372526348556;157.0;337.50177682075673;1;6495;381.0;458.0;5595.525000000052;5595.525000000052
run_0_t5;213.61389914172634;159.0;263.8831565876687;1;4838;448.0;550.25;4010.5250000000524;4010.5250000000524
run_0_t4;277.05145750878285;171.0;591.7009369536654;1;7759;476.0;674.0;7182.210000000021;7182.210000000021
run_1_t1;309.2896395695291;175.0;791.115552791642;1;11675;530.0;738.0;10775.525000000052;10775.525000000052
run_1_t6;294.5519466803042;170.0;777.9188557089333;1;11708;492.0;660.0;10808.525000000052;10808.525000000052
run_1_t4;358.69581869524615;255.0;423.7597899182992;1;5494;740.0;1024.0;4594.525000000052;4594.525000000052
run_1_t7;126.88369947080535;97.0;108.78266728526256;1;1218;253.0;330.0;690.1050000000105;690.1050000000105
run_1_t3;195.0640647929915;159.0;184.8377004910529;1;2256;419.0;505.0;1875.0;1875.0
run_1_t5;199.8980911193134;161.0;170.0207649572745;1;2155;422.0;499.0;1378.210000000021;1378.210000000021
run_1_t2;293.84854026771023;190.0;551.7248274469181;1;8917;571.0;779.0;8017.525000000052;8017.525000000052
run_2_t5;265.7132732245297;203.0;353.5074633041619;3;6066;502.0;678.0;5166.525000000052;5166.525000000052
run_2_t3;261.0255258593854;192.5;373.87929135048483;1;4700;479.0;630.0;4119.1050000000105;4119.1050000000105
run_2_t1;294.3423644772535;215.0;383.808351265634;1;5028;569.0;787.0;4327.1050000000105;4327.1050000000105
run_2_t4;214.38656779472583;155.0;329.7654612016797;1;5966;436.0;553.0;5067.525000000052;5067.525000000052
run_2_t7;223.5804687152577;159.0;385.02470551046486;2;6712;418.5;529.0;5813.525000000052;5813.525000000052
run_2_t6;303.6276848846;196.0;616.986970450104;2;8066;485.0;671.0;7166.525000000052;7166.525000000052
run_2_t2;390.6993485124739;243.0;696.4195093747558;1;7909;703.0;1049.0;7349.210000000021;7349.210000000021
