name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t3;200.44234574763757;157.0;173.16769804272;1;1858;428.0;526.0;1228.1010000000242;1228.1010000000242
run_0_t4;131.59197887715396;87.0;117.43197666781707;1;1151;268.0;359.0;833.0;833.0
run_0_t2;174.61553085047248;142.0;135.4463928058136;2;1213;360.0;449.0;826.1010000000242;826.1010000000242
run_0_t5;185.153668704836;143.0;170.46266911270172;1;1514;415.0;512.0;1178.1010000000242;1178.1010000000242
run_0_t1;132.76081712062256;79.0;241.31863870707713;1;5067;251.0;351.0;4179.505000000121;4179.505000000121
run_0_t7;221.18579210672596;188.0;174.88991563494548;1;2233;451.0;527.0;1487.1010000000242;1487.1010000000242
run_0_t6;226.67439688715953;195.0;177.54938076385375;2;1569;465.0;547.0;1276.3030000000726;1276.3030000000726
run_1_t6;224.3918510283491;181.0;189.87520357895636;1;1806;476.0;588.0;1300.2020000000484;1300.2020000000484
run_1_t4;171.88831573096164;120.0;253.9425843424489;1;5152;340.0;442.0;4266.505000000121;4266.505000000121
run_1_t3;218.32096720400222;177.0;178.8669979032465;1;1789;457.0;557.0;1255.0;1255.0
run_1_t2;103.66347415230683;54.0;104.07170565903463;1;1474;236.0;276.0;684.0;684.0
run_1_t7;211.85260144524736;161.0;284.5877444739926;2;5512;417.0;502.0;4621.505000000121;4621.505000000121
run_1_t1;183.10844357976654;116.0;421.4630004549593;2;7729;327.0;426.0;6835.505000000121;6835.505000000121
run_1_t5;311.10228460255695;227.0;469.76105972542905;1;6950;591.0;778.0;6424.404000000097;6424.404000000097
run_2_t6;159.32979988882713;106.0;175.8768270294645;1;2709;363.0;473.0;1954.6060000001453;1954.6060000001453
run_2_t7;183.31639244024458;149.0;151.9222442400532;1;1855;381.0;462.0;1357.3030000000726;1357.3030000000726
run_2_t1;187.78129516398;124.0;306.3733261848106;1;5742;370.0;479.0;4991.606000000145;4991.606000000145
run_2_t3;137.58226236798222;75.0;294.7890806605715;2;5974;255.0;348.0;5081.505000000121;5081.505000000121
run_2_t5;174.00799888827126;128.0;189.19717090963331;2;3208;380.0;481.0;2335.404000000097;2335.404000000097
run_2_t4;155.27023346303503;116.0;139.9068337583865;2;1172;335.0;432.0;975.0;975.0
run_2_t2;274.3164424680378;191.0;340.6551571536882;1;4851;576.0;798.0;4057.505000000121;4057.505000000121
