name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t7;410.5123194562447;245.0;440.05410129728955;-163.0;2405.0;1178.0;1223.0;2281.0;2281.0
run_0_t3;103.0099122061739;58.0;108.31392674541041;-154.0;424.0;266.0;318.0;424.0;424.0
run_0_t1;419.3593882752761;186.0;568.2505069168327;-200.0;2250.0;1594.0;1816.0;2250.0;2250.0
run_0_t6;377.91843670348345;132.0;500.3670995935301;-140.0;2106.0;1204.0;1432.0;2106.0;2106.0
run_0_t2;62320.669498725576;286.0;98639.62378329641;16.0;315317.0;241830.0;292137.0;315317.0;315317.0
run_0_t5;552.6508071367884;325.0;603.911382512704;32.0;4084.0;1135.0;1797.0;4084.0;4084.0
run_0_t4;250.42112715944492;114.0;336.15541407810554;-216.0;1375.0;875.0;1145.0;1287.0;1287.0
run_1_t1;346.6496743132257;125.0;664.019155711942;-433.0;4314.0;701.0;973.0;4314.0;4314.0
run_1_t6;60276.06003964882;261.0;96469.00825149339;-17.0;307961.0;236767.0;286762.5;307961.0;307961.0
run_1_t4;267.4358538657604;235.0;266.6904277616121;-243.0;1279.0;633.0;776.0;1279.0;1279.0
run_1_t7;26.345794392523363;62.0;189.30452450416388;-426.0;690.0;232.0;272.5;690.0;690.0
run_1_t3;494.0790144435004;260.0;983.0819920260317;20.0;6107.0;903.0;1007.0;6107.0;6107.0
run_1_t5;227.2398753894081;168.0;193.11594079448605;-178.0;1120.0;462.0;670.0;1024.0;1024.0
run_1_t2;522.7861795525347;380.0;529.0628044230178;-184.0;3007.0;1220.0;1313.0;3007.0;3007.0
run_2_t5;291.02860379495894;167.0;282.47909981559707;-132.0;1399.0;551.0;971.0;1399.0;1399.0
run_2_t3;340.4627584253752;291.0;243.00036178810765;-163.0;1099.0;717.0;934.0;1099.0;1099.0
run_2_t1;478.92240158595297;288.0;650.9091314937275;-202.0;4112.0;1268.0;1674.0;4112.0;4112.0
run_2_t4;629.4350042480884;343.0;706.6837350591771;-174.0;3329.0;1821.0;2028.0;3329.0;3329.0
run_2_t7;360.43811951288586;305.0;237.5906374943135;-150.0;1058.0;702.0;747.0;1058.0;1058.0
run_2_t6;491.0795808552818;309.0;454.0795011086058;-169.0;1856.0;1337.0;1471.0;1856.0;1856.0
run_2_t2;293.5828377230246;218.0;301.730720187631;-450.0;1398.0;743.0;803.0;1398.0;1398.0
