timestamp,value,producedElements
1603710345588,10.000000,5000
1603710346091,0.000000,5101
1603710370587,10.000000,10000
1603710371091,0.000000,10101
1603710395588,10.000000,15000
1603710396092,0.000000,15101
1603710420586,10.000000,20000
1603710421091,0.000000,20101
1603710445587,10.000000,25000
1603710446091,0.000000,25101
1603710470586,10.000000,30000
1603710471091,0.000000,30101
1603710495587,10.000000,35000
1603710496091,0.000000,35101
1603710520586,10.000000,40000
1603710521091,0.000000,40101
1603710545586,10.000000,45000
1603710546091,0.000000,45101
1603710570588,10.000000,50000
1603710571091,0.000000,50101
1603710595586,10.000000,55000
1603710596091,0.000000,55101
1603710620586,10.000000,60000
1603710621091,0.000000,60101
1603710645586,10.000000,65000
1603710646091,0.000000,65101
1603710670587,10.000000,70000
1603710671091,0.000000,70101
1603710695587,10.000000,75000
1603710696091,0.000000,75101
1603710720586,10.000000,80000
1603710721094,0.000000,80101
1603710745587,10.000000,85000
1603710746091,0.000000,85101
1603710770587,10.000000,90000
1603710771091,0.000000,90101
1603710795586,10.000000,95000
1603710796091,0.000000,95101
1603710820586,10.000000,100000
1603710821091,0.000000,100101
1603710845587,10.000000,105000
1603710846091,0.000000,105101
1603710870586,10.000000,110000
1603710871091,0.000000,110101
1603710895586,10.000000,115000
1603710896091,0.000000,115101
1603710920587,10.000000,120000
1603710921092,0.000000,120101
1603710945586,10.000000,125000
1603710946093,0.000000,125101
1603710970586,10.000000,130000
1603710971091,0.000000,130101
1603710995586,10.000000,135000
1603710996091,0.000000,135101
1603711020586,10.000000,140000
1603711021092,0.000000,140101
1603711045586,10.000000,145000
1603711046091,0.000000,145101
1603711070587,10.000000,150000
1603711071091,0.000000,150101
1603711095589,10.000000,155000
1603711096091,0.000000,155101
1603711120586,10.000000,160000
1603711121091,0.000000,160101
1603711145586,10.000000,165000
1603711146091,0.000000,165101
1603711170586,10.000000,170000
1603711171091,0.000000,170101
1603711195586,10.000000,175000
1603711196092,0.000000,175101
1603711220586,10.000000,180000
1603711221091,0.000000,180101
1603711245586,10.000000,185000
1603711246091,0.000000,185101
1603711270593,10.000000,190000
1603711271091,0.000000,190101
1603711295586,10.000000,195000
1603711296094,0.000000,195101
1603711320587,10.000000,200000
1603711321092,0.000000,200101
1603711345586,10.000000,205000
1603711346092,0.000000,205101
1603711370586,10.000000,210000
1603711371091,0.000000,210101
1603711395589,10.000000,215000
1603711396091,0.000000,215101
1603711420587,10.000000,220000
1603711421091,0.000000,220101
1603711445586,10.000000,225000
1603711446091,0.000000,225101
1603711470586,10.000000,230000
1603711471091,0.000000,230101
1603711495586,10.000000,235000
1603711496091,0.000000,235101
1603711520586,10.000000,240000
