name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t3;698.1903143585387;688.0;286.3290208113876;113.0;1528.0;1091.0;1221.0;1510.3500000000013;1510.3500000000013
run_0_t4;2998.120645709431;629.0;9569.62345856194;135.0;52427.0;1983.0;27542.0;52409.350000000006;52409.350000000006
run_0_t2;3203.2546020957234;500.0;10482.35425789029;90.0;56148.0;1215.0;31494.5;56130.350000000006;56130.350000000006
run_0_t5;883.61823845936;727.0;523.7806882640033;123.0;2492.0;1653.0;2013.0;2474.880000000001;2474.880000000001
run_0_t1;647.0693854432172;550.0;421.01856572141827;73.0;2614.0;1070.0;1266.0;2596.3500000000013;2596.3500000000013
run_0_t7;681.934862645143;659.0;289.6678822749241;105.0;1604.0;1070.0;1204.0;1586.3500000000013;1586.3500000000013
run_0_t6;732.2296799773435;672.0;341.3818897595098;94.0;1696.0;1260.0;1407.5;1639.3500000000013;1639.3500000000013
run_1_t6;667.1280090625885;606.0;324.52992915794226;105.0;1727.0;1119.0;1231.0;1709.3500000000013;1709.3500000000013
run_1_t4;650.6131407533277;543.0;496.01940823107486;95.0;3114.0;1085.0;1388.0;3096.3500000000013;3096.3500000000013
run_1_t3;4760.426791277258;765.0;14150.395253911522;132.0;70754.0;1540.0;46984.0;70735.82;70735.82
run_1_t2;834.677994902294;708.0;488.00907726798613;116.0;2482.0;1588.0;1779.5;2464.3500000000013;2464.3500000000013
run_1_t7;1111.1724723874256;609.0;1583.6085539361607;107.0;8075.0;1506.0;6025.5;8056.880000000001;8056.880000000001
run_1_t1;1097.563862928349;675.0;1535.236031781177;129.0;9647.0;1731.0;2369.5;9629.350000000002;9629.350000000002
run_1_t5;969.4270744831492;658.0;1137.024298777341;128.0;7523.0;1378.0;1598.0;7505.350000000001;7505.350000000001
run_2_t6;951.1050693854432;610.0;1478.4809733903303;119.0;9458.0;1431.0;1812.5;9439.820000000002;9439.820000000002
run_2_t7;610.8969130557915;417.0;1041.4403482687246;83.0;6800.0;750.0;949.0;6782.350000000001;6782.350000000001
run_2_t1;4281.737751345228;666.0;13107.934357830243;121.0;67433.0;2384.0;42376.0;67414.82;67414.82
run_2_t3;4659.985273293684;429.0;14749.25679949404;74.0;72965.0;1823.0;49245.5;72947.35;72947.35
run_2_t5;678.2857547436987;622.0;320.82281934765535;148.0;1826.0;1105.0;1338.5;1808.3500000000013;1808.3500000000013
run_2_t4;578.3998867176438;493.0;395.1318789271949;72.0;2444.0;968.0;1167.0;2426.3500000000013;2426.3500000000013
run_2_t2;903.7986406117247;617.0;639.5788780694518;92.0;2570.0;1879.0;2028.5;2553.3500000000013;2553.3500000000013
