timestamp,value,producedElements
1603900367157,10.000000,5000
1603900367662,0.000000,5101
1603900392158,10.000000,10000
1603900392662,0.000000,10101
1603900417157,10.000000,15000
1603900417662,0.000000,15101
1603900442157,10.000000,20000
1603900442662,0.000000,20101
1603900467157,10.000000,25000
1603900467662,0.000000,25101
1603900492158,10.000000,30000
1603900492663,0.000000,30101
1603900517162,10.000000,35000
1603900517663,0.000000,35101
1603900542157,10.000000,40000
1603900542662,0.000000,40101
1603900567157,10.000000,45000
1603900567662,0.000000,45101
1603900592158,10.000000,50000
1603900592662,0.000000,50101
1603900617157,10.000000,55000
1603900617662,0.000000,55101
1603900642157,10.000000,60000
1603900642662,0.000000,60101
1603900667157,10.000000,65000
1603900667664,0.000000,65101
1603900692157,10.000000,70000
1603900692662,0.000000,70101
1603900717157,10.000000,75000
1603900717662,0.000000,75101
1603900742158,10.000000,80000
1603900742662,0.000000,80101
1603900767157,10.000000,85000
1603900767664,0.000000,85101
1603900792157,10.000000,90000
1603900792663,0.000000,90101
1603900817158,10.000000,95000
1603900817662,0.000000,95101
1603900842158,10.000000,100000
1603900842662,0.000000,100101
1603900867157,10.000000,105000
1603900867662,0.000000,105101
1603900892158,10.000000,110000
1603900892662,0.000000,110101
1603900917158,10.000000,115000
1603900917662,0.000000,115101
1603900942157,10.000000,120000
1603900942662,0.000000,120101
1603900967161,10.000000,125000
1603900967663,0.000000,125101
1603900992157,10.000000,130000
1603900992663,0.000000,130101
1603901017157,10.000000,135000
1603901017662,0.000000,135101
1603901042158,10.000000,140000
1603901042662,0.000000,140101
1603901067157,10.000000,145000
1603901067662,0.000000,145101
1603901092157,10.000000,150000
1603901092662,0.000000,150101
1603901117161,10.000000,155000
1603901117662,0.000000,155101
1603901142157,10.000000,160000
1603901142662,0.000000,160101
1603901167157,10.000000,165000
1603901167662,0.000000,165101
1603901192158,10.000000,170000
1603901192662,0.000000,170101
1603901217160,10.000000,175000
1603901217662,0.000000,175101
1603901242158,10.000000,180000
1603901242662,0.000000,180101
1603901267157,10.000000,185000
1603901267662,0.000000,185101
1603901292157,10.000000,190000
1603901292662,0.000000,190101
1603901317157,10.000000,195000
1603901317662,0.000000,195101
1603901342157,10.000000,200000
1603901342662,0.000000,200101
1603901367157,10.000000,205000
1603901367663,0.000000,205101
1603901392158,10.000000,210000
1603901392662,0.000000,210101
1603901417157,10.000000,215000
1603901417662,0.000000,215101
1603901442157,10.000000,220000
1603901442662,0.000000,220101
1603901467158,10.000000,225000
1603901467662,0.000000,225101
1603901492157,10.000000,230000
1603901492663,0.000000,230101
1603901517158,10.000000,235000
1603901517662,0.000000,235101
1603901542157,10.000000,240000
