timestamp,value,producedElements
1603900366351,10.000000,5000
1603900366857,0.000000,5101
1603900391352,10.000000,10000
1603900391857,0.000000,10101
1603900416351,10.000000,15000
1603900416856,0.000000,15101
1603900441352,10.000000,20000
1603900441856,0.000000,20101
1603900466352,10.000000,25000
1603900466856,0.000000,25101
1603900491351,10.000000,30000
1603900491861,0.000000,30101
1603900516352,10.000000,35000
1603900516856,0.000000,35101
1603900541351,10.000000,40000
1603900541856,0.000000,40101
1603900566351,10.000000,45000
1603900566856,0.000000,45101
1603900591351,10.000000,50000
1603900591856,0.000000,50101
1603900616351,10.000000,55000
1603900616858,0.000000,55101
1603900641351,10.000000,60000
1603900641856,0.000000,60101
1603900666354,10.000000,65000
1603900666856,0.000000,65101
1603900691351,10.000000,70000
1603900691856,0.000000,70101
1603900716359,10.000000,75000
1603900716856,0.000000,75101
1603900741351,10.000000,80000
1603900741862,0.000000,80101
1603900766351,10.000000,85000
1603900766856,0.000000,85101
1603900791351,10.000000,90000
1603900791858,0.000000,90101
1603900816351,10.000000,95000
1603900816857,0.000000,95101
1603900841352,10.000000,100000
1603900841856,0.000000,100101
1603900866351,10.000000,105000
1603900866856,0.000000,105101
1603900891353,10.000000,110000
1603900891857,0.000000,110101
1603900916351,10.000000,115000
1603900916856,0.000000,115101
1603900941352,10.000000,120000
1603900941856,0.000000,120101
1603900966351,10.000000,125000
1603900966856,0.000000,125101
1603900991356,10.000000,130000
1603900991856,0.000000,130101
1603901016351,10.000000,135000
1603901016856,0.000000,135101
1603901041351,10.000000,140000
1603901041856,0.000000,140101
1603901066351,10.000000,145000
1603901066856,0.000000,145101
1603901091351,10.000000,150000
1603901091856,0.000000,150101
1603901116352,10.000000,155000
1603901116856,0.000000,155101
1603901141352,10.000000,160000
1603901141856,0.000000,160101
1603901166351,10.000000,165000
1603901166856,0.000000,165101
1603901191351,10.000000,170000
1603901191856,0.000000,170101
1603901216351,10.000000,175000
1603901216856,0.000000,175101
1603901241352,10.000000,180000
1603901241856,0.000000,180101
1603901266351,10.000000,185000
1603901266856,0.000000,185101
1603901291352,10.000000,190000
1603901291856,0.000000,190101
1603901316352,10.000000,195000
1603901316857,0.000000,195101
1603901341352,10.000000,200000
1603901341856,0.000000,200101
1603901366351,10.000000,205000
1603901366856,0.000000,205101
1603901391351,10.000000,210000
1603901391856,0.000000,210101
1603901416351,10.000000,215000
1603901416856,0.000000,215101
1603901441351,10.000000,220000
1603901441856,0.000000,220101
1603901466351,10.000000,225000
1603901466856,0.000000,225101
1603901491351,10.000000,230000
1603901491856,0.000000,230101
1603901516351,10.000000,235000
1603901516856,0.000000,235101
1603901541351,10.000000,240000
