name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;4.998638495565386;0.0;31.931942420270214;0;1083;0.0;24.0;420.1590000000433;420.1590000000433
run_0_t5;4.999844358841807;0.0;32.73652583955746;0;2008;0.0;21.0;449.1000000000058;449.1000000000058
run_0_t6;5.000678158299935;0.0;40.36232282881748;0;10937;0.0;18.0;339.0;339.0
run_0_t4;5.001178439013001;0.0;28.19587514109931;0;880;10.0;15.0;249.0;249.0
run_0_t1;4.998532542536812;0.0;32.52745652599697;0;1670;0.0;24.0;448.0;448.0
run_0_t3;4.998849354359947;0.0;27.621104474303174;0;928;0.0;26.0;262.0;262.0
run_0_t7;5.000022234698359;0.0;754.1788237897619;0;319702;0.0;0.0;281.0;281.0
run_1_t6;4.998576979305055;0.0;39.373754455237254;0;9656;0.0;18.0;438.204000000027;438.204000000027
run_1_t1;4.997682444937226;0.0;30.40081363009935;0;4672;0.0;22.0;273.0;273.0
run_1_t5;5.000466928665529;0.0;30.904188309744026;0;934;0.0;24.0;300.204000000027;300.204000000027
run_1_t7;4.999911061206566;0.0;744.1884355650982;0;315457;0.0;0.0;282.0;282.0
run_1_t3;5.00120067371136;0.0;34.683973285698265;0;8496;9.0;20.0;279.1020000000135;279.1020000000135
run_1_t2;5.000416900594223;0.0;31.520446306132566;0;933;0.0;21.0;330.204000000027;330.204000000027
run_1_t4;4.999988882650821;0.0;27.67473024661209;0;913;15.0;20.0;260.1020000000135;260.1020000000135
run_2_t5;4.998404660392776;0.0;31.661787158050785;0;923;0.0;20.0;400.91800000012154;400.91800000012154
run_2_t3;5.000350196499147;0.0;28.34061996917554;0;882;10.0;16.0;247.0;247.0
run_2_t2;4.999805446389363;0.0;30.513596790036466;0;687;0.0;20.0;288.1020000000135;288.1020000000135
run_2_t4;4.998966086526329;0.0;28.327627632451332;0;665;11.0;17.0;251.0;251.0
run_2_t6;5.001017203524082;0.0;34.645477192187556;0;6248;0.0;22.0;328.2880000000587;328.2880000000587
run_2_t7;5.000339079149968;0.0;758.7292787466735;0;321629;0.0;0.0;281.1020000000135;281.1020000000135
run_2_t1;5.000789327404114;0.0;36.49062363960213;0;7641;0.0;22.0;342.0;342.0
