name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;6.303428571428571;0.0;36.283840397058086;0;528;0.0;21.0;408.54500000000917;408.54500000000917
run_0_t4;6.109428571428571;0.0;34.2147716171879;0;454;0.0;19.0;404.51300000000265;404.51300000000265
run_0_t5;5.903714285714286;0.0;39.66530888649709;0;1019;0.0;0.0;414.01000000000204;414.01000000000204
run_0_t1;6.615142857142857;0.0;44.08946941788958;0;989;0.0;0.0;480.51900000000387;480.51900000000387
run_0_t3;5.78;0.0;35.27251702307133;0;603;0.0;18.0;431.5030000000006;431.5030000000006
run_0_t7;5.602571428571428;0.0;38.66943487287802;0;749;0.0;0.0;459.01800000000367;459.01800000000367
run_0_t6;6.228285714285715;0.0;39.41945349956137;0;623;0.0;0.0;457.51100000000224;457.51100000000224
run_1_t7;5.461714285714286;0.0;35.17818264498725;0;561;0.0;0.0;396.00800000000163;396.00800000000163
run_1_t2;5.9391428571428575;0.0;39.95682683464588;0;703;0.0;0.0;471.5070000000014;471.5070000000014
run_1_t1;6.2291428571428575;0.0;42.43838635490472;0;1084;0.0;0.6999999999961801;482.0220000000045;482.0220000000045
run_1_t5;5.155714285714286;0.0;33.13020260260712;0;489;0.0;0.0;388.5530000000108;388.5530000000108
run_1_t6;5.631142857142857;0.0;35.81784393857569;0;651;0.0;15.049999999999727;442.5030000000006;442.5030000000006
run_1_t3;5.1897142857142855;0.0;32.51049074513942;0;485;0.0;0.0;394.0200000000041;394.0200000000041
run_1_t4;5.285142857142858;0.0;34.75900470146887;0;510;0.0;10.049999999999727;425.54500000000917;425.54500000000917
run_2_t7;5.276;0.0;36.425702793494594;0;689;0.0;0.0;457.0060000000012;457.0060000000012
run_2_t5;6.006285714285714;0.0;36.46418932798231;0;584;0.0;20.0;411.5250000000051;411.5250000000051
run_2_t6;5.616;0.0;36.527061999094784;0;583;0.0;0.0;419.559000000012;419.559000000012
run_2_t3;6.026;0.0;41.898832694275114;0;953;0.0;14.0;486.0060000000012;486.0060000000012
run_2_t2;7.529428571428571;0.0;44.364870172105256;0;643;0.0;0.5499999999969987;482.04200000000856;482.04200000000856
run_2_t1;5.528;0.0;33.52734600718813;0;499;0.0;0.0;348.0040000000008;348.0040000000008
run_2_t4;6.288857142857143;0.0;40.60511215326947;0;636;0.0;24.049999999999727;517.5130000000026;517.5130000000026
