name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;162.45553085047248;133.0;131.4977666796195;17;1165;338.0;426.0;906.1010000000242;906.1010000000242
run_0_t4;120.51947192884936;88.0;107.76352115316011;8;898;244.0;335.0;657.0;657.0
run_0_t5;153.34670928293497;119.0;124.18711848885651;9;856;316.0;411.0;699.0;699.0
run_0_t1;120.41158977209561;86.0;108.07656059814464;9;743;247.0;339.0;630.1010000000242;630.1010000000242
run_0_t3;103.34715397443024;65.0;97.72586751586205;6;673;229.0;268.0;574.0;574.0
run_0_t7;137.14029460811562;104.0;117.42727419738306;13;920;276.0;381.0;678.0;678.0
run_0_t6;145.97660922734852;116.0;122.3073659258055;13;915;303.0;396.0;711.0;711.0
run_1_t7;183.62880489160645;154.0;138.5631568229995;20;1163;376.0;459.0;917.0;917.0
run_1_t2;150.88;114.0;127.4415784897534;12;2001;300.0;406.0;831.1010000000242;831.1010000000242
run_1_t1;184.31729294052252;152.0;150.19803284161975;17;1676;381.0;462.0;1166.1010000000242;1166.1010000000242
run_1_t5;130.5343468593663;96.0;129.87413492093245;9;2003;256.0;361.0;1348.4040000000969;1348.4040000000969
run_1_t6;152.44758754863813;115.0;126.84869131396495;14;1316;307.0;411.0;880.0;880.0
run_1_t3;122.4809227348527;87.0;114.7135246506755;9;1699;247.0;341.0;820.5050000001211;820.5050000001211
run_1_t4;122.63868260144525;88.0;115.1645584602097;9;1716;248.0;345.0;864.1010000000242;864.1010000000242
run_2_t7;176.4656420233463;142.0;136.25937644393576;19;1196;355.0;450.0;905.0;905.0
run_2_t5;133.39161756531405;100.0;116.88234787558766;9;889;279.0;373.0;657.0;657.0
run_2_t6;200.37212340188995;155.0;257.4205700166518;20;5125;398.0;478.0;4254.606000000145;4254.606000000145
run_2_t3;165.63480266814898;126.0;133.28692684888026;14;1172;336.0;437.0;876.1010000000242;876.1010000000242
run_2_t2;180.1054697053919;147.0;140.90656953676927;17;1339;375.0;458.0;985.0;985.0
run_2_t1;129.6651473040578;96.0;113.9314580542723;9;817;269.0;362.0;641.0;641.0
run_2_t4;167.64468037798778;133.0;133.08586184033598;17;1589;341.0;433.0;892.1010000000242;892.1010000000242
