name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;388.51428571428573;359.0;144.95681552568317;127.0;794.0;571.8000000000001;644.4;789.3420000000001;789.3420000000001
run_0_t4;248.6;219.0;157.57849744537754;63.0;667.0;380.8;607.1999999999998;666.728;666.728
run_0_t5;394.51428571428573;371.0;194.56917556908303;106.0;822.0;678.4000000000001;784.4999999999999;821.796;821.796
run_0_t1;459.2;367.0;318.52389908092346;115.0;1591.0;755.6000000000001;1050.1999999999994;1578.1820000000005;1578.1820000000005
run_0_t3;332.0857142857143;305.0;174.0811586471045;77.0;831.0;567.6;591.5999999999999;823.6220000000002;823.6220000000002
run_0_t7;509.7142857142857;453.0;258.074803267643;123.0;1364.0;781.6000000000001;942.8999999999999;1350.7060000000004;1350.7060000000004
run_0_t6;393.9142857142857;377.0;167.1911432084455;145.0;782.0;655.6;694.5;779.3820000000001;779.3820000000001
run_1_t7;492.7142857142857;444.0;264.1035047561652;167.0;1690.0;698.6000000000001;842.0999999999999;1662.0520000000008;1662.0520000000008
run_1_t2;410.48571428571427;355.0;208.3204086330987;110.0;1059.0;654.2;799.9999999999995;1054.0020000000002;1054.0020000000002
run_1_t1;364.51428571428573;342.0;179.4789874575169;123.0;799.0;634.4000000000001;726.4999999999999;797.368;797.368
run_1_t5;343.8857142857143;282.0;197.25802847011923;89.0;757.0;630.8000000000001;685.4999999999998;756.5920000000001;756.5920000000001
run_1_t6;441.0285714285714;387.0;200.01706865940727;129.0;834.0;767.0;794.3;833.388;833.388
run_1_t3;412.54285714285714;364.0;243.22562633514264;101.0;1187.0;767.0;811.8999999999997;1176.2220000000002;1176.2220000000002
run_1_t4;403.3142857142857;357.0;170.03155529465218;96.0;854.0;601.2;676.1999999999998;849.2400000000002;849.2400000000002
run_2_t7;526.5428571428571;413.0;307.69904989473474;153.0;1513.0;821.0;1125.3999999999992;1506.438;1506.438
run_2_t5;381.9428571428571;353.0;203.8412467523465;120.0;1186.0;597.2;637.6999999999998;1168.7620000000006;1168.7620000000006
run_2_t6;383.74285714285713;335.0;169.34805121104756;155.0;822.0;613.8000000000001;699.8;818.2260000000001;818.2260000000001
run_2_t3;402.8857142857143;380.0;203.3704250768001;99.0;1045.0;607.6;698.8999999999995;1037.1120000000003;1037.1120000000003
run_2_t2;404.14285714285717;387.0;178.81213491213825;150.0;898.0;607.4;684.9999999999999;891.9480000000002;891.9480000000002
run_2_t1;381.2857142857143;334.0;243.80596165552538;110.0;1335.0;657.8000000000001;727.3999999999996;1316.6740000000007;1316.6740000000007
run_2_t4;403.9714285714286;372.0;196.07090346013473;155.0;956.0;685.6000000000001;775.6999999999999;950.3220000000001;950.3220000000001
