name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;320.50325686774283;293.0;211.03701868335028;-153.0;1108.0;623.0;742.0;1108.0;1108.0
run_0_t4;234.06740300198243;234.0;138.004069442506;-128.0;801.0;431.0;510.0;680.6200000000117;680.6200000000117
run_0_t5;357.9640328518833;309.0;209.33249528044527;-34.0;1294.0;658.0;787.0;1294.0;1294.0
run_0_t1;455.0696686491079;401.0;270.2208872629962;-74.0;1471.0;816.0;1074.0;1358.2300000000023;1358.2300000000023
run_0_t3;310.0084961767205;281.0;179.13222156372305;39.0;985.0;566.0;613.0;966.0;966.0
run_0_t7;414.62900028320587;381.0;270.0008433178408;-101.0;1167.0;876.0;1037.0;1167.0;1167.0
run_0_t6;351.4129141886151;340.0;210.24852522531583;-313.0;1094.0;659.0;747.0;1068.0;1068.0
run_1_t7;349.44973095440383;323.0;255.19797781494967;-118.0;1403.0;571.0;805.0;1403.0;1403.0
run_1_t2;387.88586802605494;355.0;187.07932474802615;47.0;1007.0;614.0;764.0;982.0;982.0
run_1_t1;273.8765222316624;259.0;206.66615198296037;-159.0;1178.0;559.0;709.0;836.4600000000046;836.4600000000046
run_1_t5;275.98810535259133;296.0;172.09802840048167;-152.0;939.0;516.0;591.5;912.0;912.0
run_1_t6;316.44208439535544;311.0;162.64652144815162;40.0;839.0;533.0;571.5;811.0;811.0
run_1_t3;301.18068535825546;289.0;195.4628291138899;-172.0;1140.0;583.0;631.0;1140.0;1140.0
run_1_t4;305.21665250637216;298.0;160.074293552964;-127.0;825.0;527.0;618.0;794.0400000000081;794.0400000000081
run_2_t7;449.5233644859813;424.0;250.19635722493894;59.0;1237.0;809.0;880.0;1233.0;1233.0
run_2_t5;344.22429906542055;332.0;199.14020111073862;-130.0;1035.0;624.0;693.0;1018.0;1018.0
run_2_t6;220.92126876239027;215.0;148.89067959331143;-189.0;795.0;442.0;504.0;749.4600000000046;749.4600000000046
run_2_t3;332.87284055508354;283.0;227.95147465240856;31.0;1294.0;630.0;716.0;1270.0;1270.0
run_2_t2;421.858113848768;427.0;189.55130126910694;-143.0;1167.0;637.0;749.0;916.0;916.0
run_2_t1;320.7646559048428;317.0;209.18974882534278;-132.0;1195.0;561.0;682.0;1195.0;1195.0
run_2_t4;342.65052393089775;312.0;230.4764392581372;-138.0;1113.0;614.0;719.0;1103.0;1103.0
