name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t3;193.746000422471;162.0;165.7183864415005;-657.0;2393.0;423.0;509.0;1003.0;1003.0
run_0_t4;241.65337365337365;220.0;189.62457524450218;-6.0;2072.0;485.0;576.0;1523.0;1523.0
run_0_t2;2594.878845320022;180.0;9873.723935195476;-428.0;64844.0;576.0;21436.0;63953.0;63953.0
run_0_t5;277.53419791655085;216.0;355.24258408265706;-554.0;4933.0;597.0;818.0;4351.0;4351.0
run_0_t1;214.6011151011151;120.0;448.71221759586376;-540.0;4247.0;441.0;570.0;4247.0;4247.0
run_0_t7;109.6507999155058;53.0;168.63744702409838;-759.0;3062.0;279.0;365.0;2211.642000000109;2211.642000000109
run_0_t6;154.8867388573271;98.0;189.66536842282673;-1547.0;1930.0;382.0;489.0;1407.0;1407.0
run_1_t6;270.03907300966125;140.0;966.6918828066331;-653.0;13788.0;413.0;522.0;12920.428000000073;12920.428000000073
run_1_t4;246.44664635841107;181.0;303.8959722062762;-428.0;10874.0;555.0;741.0;2131.0;2131.0
run_1_t3;3397.51230182554;141.0;12209.192227046748;-450.0;74508.0;659.0;32020.849999999424;73628.0;73628.0
run_1_t2;264.08308225955284;231.0;217.37781815347847;-465.0;1784.0;540.0;668.0;1448.0;1448.0
run_1_t7;239.7678466207878;142.0;483.0153290484255;-477.0;7356.0;499.0;706.0;6525.0;6525.0
run_1_t1;417.33797680856503;255.0;809.2859901009795;-395.0;14510.0;772.0;1139.0;7057.0;7057.0
run_1_t5;158.30342312695254;86.0;230.24824210656388;-1784.0;6905.0;415.0;557.0;1962.0;1962.0
run_2_t6;193.97629159393864;145.0;204.23769561377458;-718.0;9807.0;431.0;504.0;1494.0;1494.0
run_2_t7;141.00327970916206;20.0;855.323099231114;-667.0;12701.0;230.0;264.0;11592.0;11592.0
run_2_t1;224.99051107874638;200.0;196.08884552881946;-763.0;5817.0;469.0;542.0;1618.0;1618.0
run_2_t3;3621.246995452878;194.0;12638.161712223788;-398.0;77003.0;851.0;34708.0;68023.0;68023.0
run_2_t5;228.21662756956874;201.0;193.9792652334222;-545.0;2642.0;484.0;570.0;1334.0;1334.0
run_2_t4;73.93464484640955;27.0;107.31198877029449;-412.0;1123.0;233.0;252.0;682.0;682.0
run_2_t2;281.0117680411798;221.0;302.3053776442184;-750.0;3071.0;674.0;875.0;1749.0;1749.0
