name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;5.00000555867459;5.0;2.1138804727462186;0;281;6.0;7.0;22.0;22.0
run_0_t5;4.99999444132541;5.0;1.2706999000906862;0;60;6.0;6.0;16.0;16.0
run_0_t6;4.999894385182797;5.0;1.1753877212769381;0;65;6.0;6.0;15.0;15.0
run_0_t4;5.00000555867459;5.0;1.1025822832768342;0;48;6.0;6.0;14.0;14.0
run_0_t1;5.0;5.0;1.049881811956117;0;94;6.0;6.0;14.0;14.0
run_0_t3;4.99999444132541;5.0;1.1940244626439653;0;62;6.0;6.0;15.0;15.0
run_0_t7;4.99999444132541;5.0;1.0901249306673575;0;89;6.0;6.0;15.0;15.0
run_1_t6;5.0;5.0;1.3622192264489907;0;81;6.0;6.0;17.0;17.0
run_1_t1;4.999938854579514;5.0;0.9112777124619909;0;61;6.0;6.0;13.0;13.0
run_1_t5;5.0;5.0;0.9453284503687557;0;100;6.0;6.0;14.0;14.0
run_1_t7;5.0;5.0;1.0593324436430123;0;172;6.0;6.0;13.0;13.0
run_1_t3;5.0;5.0;0.7356503522035996;0;36;6.0;6.0;11.0;11.0
run_1_t2;5.0;5.0;0.8713038639901945;0;45;6.0;6.0;12.0;12.0
run_1_t4;5.0;5.0;1.2707808257450202;0;96;6.0;6.0;16.0;16.0
run_2_t5;5.0;5.0;0.9945515528001913;0;67;6.0;6.0;14.0;14.0
run_2_t3;5.0;5.0;0.8610809986067975;0;77;6.0;6.0;12.0;12.0
run_2_t2;5.0;5.0;1.387885179273278;0;59;6.0;6.0;16.0;16.0
run_2_t4;4.999977765301641;5.0;0.752385740404777;0;42;6.0;6.0;11.0;11.0
run_2_t6;5.00000555867459;5.0;1.1986661959120617;0;50;6.0;6.0;15.0;15.0
run_2_t7;4.99999444132541;5.0;1.0035844795227276;0;65;6.0;6.0;13.0;13.0
run_2_t1;5.0;5.0;1.4266892125419208;0;50;6.0;6.0;18.0;18.0
