name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t3;6.346571428571429;0.0;44.78348103887396;0;830;0.0;0.0;534.118000000024;534.118000000024
run_0_t4;5.739714285714285;0.0;38.75285014297764;0;528;0.0;0.0;463.50900000000183;463.50900000000183
run_0_t2;5.886162624821683;0.0;38.16655285943232;0;717;0.0;0.0;479.9680000000044;479.9680000000044
run_0_t5;8.025284090909091;0.0;56.41751508567193;0;1141;0.0;0.0;768.29000000002;768.29000000002
run_0_t1;6.070285714285714;0.0;40.83860466944162;0;717;0.0;0.0;525.0060000000012;525.0060000000012
run_0_t7;6.2137142857142855;0.0;44.26249022016041;0;790;0.0;0.0;569.6090000000222;569.6090000000222
run_0_t6;6.045714285714285;0.0;41.70016336286701;0;881;0.0;0.0;483.0240000000049;483.0240000000049
run_1_t6;7.172;0.0;46.906169122134514;0;713;0.0;0.0;571.09800000002;571.09800000002
run_1_t4;6.842330762639246;0.0;48.7510301829234;0;1373;0.0;0.0;580.500000000025;580.500000000025
run_1_t3;7.878571428571429;0.0;55.75950756304677;0;1523;0.0;0.0;594.5290000000059;594.5290000000059
run_1_t2;7.086336965632858;0.0;53.56019695041565;0;1275;0.0;0.0;683.6780000000235;683.6780000000235
run_1_t7;5.619714285714286;0.0;41.230615669545806;0;952;0.0;0.0;479.51300000000265;479.51300000000265
run_1_t1;7.099400171379606;0.0;60.6759209509414;0;2196;0.0;0.0;587.0000000000164;587.0000000000164
run_1_t5;8.054524693120182;0.0;119.21708703544607;0;6546;0.0;0.0;642.4620000000095;642.4620000000095
run_2_t6;6.463934886331743;0.0;47.401889505809706;0;1045;0.0;0.0;540.3220000000106;540.3220000000106
run_2_t7;5.048285714285714;0.0;34.368510669399875;0;796;0.0;0.0;367.04400000000896;367.04400000000896
run_2_t1;5.704;0.0;35.961429115094965;0;550;0.0;0.0;379.0020000000004;379.0020000000004
run_2_t3;4.958285714285714;0.0;33.342576426777676;0;687;0.0;14.0;418.5010000000002;418.5010000000002
run_2_t5;6.470571428571429;0.0;44.261669869916446;0;901;0.0;0.0;587.054000000011;587.054000000011
run_2_t4;6.763373903198415;0.0;51.68945947618896;0;1517;0.0;0.0;510.69600000002174;510.69600000002174
run_2_t2;7.985203796761586;0.0;57.20317559943949;0;1263;0.0;0.0;606.9330000000023;606.9330000000023
