name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;222.16114415179837;169.0;161.0230104253057;22.0;860.0;480.0;549.0;835.6200000000117;835.6200000000117
run_0_t4;74.74171622769754;45.0;102.55032603518839;-225.0;493.0;246.0;267.0;493.0;493.0
run_0_t5;226.6774284905126;201.0;181.28699221410042;-173.0;1272.0;489.0;537.0;1272.0;1272.0
run_0_t1;311.3511753044463;271.0;253.3392857347229;-146.0;1321.0;609.0;838.0;1321.0;1321.0
run_0_t3;109.67148116680826;60.0;118.61883212420206;-259.0;680.0;269.0;296.0;487.0;487.0
run_0_t7;243.33928065703768;158.0;215.56509124774408;-194.0;1133.0;519.0;632.0;1133.0;1133.0
run_0_t6;201.52534692721608;151.0;163.06305018354104;-190.0;877.0;457.0;518.0;877.0;877.0
run_1_t7;236.90682526196545;170.0;232.37880476832223;-419.0;1185.0;393.0;730.0;1175.0;1175.0
run_1_t2;250.39252336448598;197.0;157.37601419840908;18.0;847.0;495.0;526.0;743.0;743.0
run_1_t1;147.97026338147833;87.0;122.85877979522336;-217.0;505.0;284.0;401.0;505.0;505.0
run_1_t5;143.68819031435854;97.0;130.250671875744;-244.0;604.0;318.0;380.0;604.0;604.0
run_1_t6;139.8459359954687;95.0;102.5760221760182;13.0;486.0;281.0;295.0;486.0;486.0
run_1_t3;191.02124044180118;119.0;167.53830421067082;-181.0;1127.0;396.0;541.0;1121.7000000000025;1121.7000000000025
run_1_t4;137.96403285188333;103.0;124.16765010815861;-214.0;487.0;303.0;356.0;487.0;487.0
run_2_t7;242.94137638062872;228.0;192.37924293910584;-215.0;1192.0;502.0;534.0;1192.0;1192.0
run_2_t5;199.81761540640045;140.0;143.68264116427025;-161.0;809.0;377.0;416.0;732.6800000000367;732.6800000000367
run_2_t6;163.10733503256867;114.0;123.99361208094481;-143.0;521.0;337.0;425.0;521.0;521.0
run_2_t3;172.29453412630983;125.0;167.89247014261443;-213.0;698.0;452.0;478.0;678.0;678.0
run_2_t2;243.38799207023507;182.0;160.44928463512005;-194.0;845.0;492.0;552.0;845.0;845.0
run_2_t1;204.62531860662702;134.0;176.74279361232084;-142.0;1170.0;483.0;531.0;1170.0;1170.0
run_2_t4;141.80288870008496;72.0;153.8879023642296;-186.0;796.0;338.0;447.0;796.0;796.0
