timestamp,value,producedElements
1603754296121,10.000000,5000
1603754296625,0.000000,5101
1603754321120,10.000000,10000
1603754321626,0.000000,10101
1603754346120,10.000000,15000
1603754346625,0.000000,15101
1603754371120,10.000000,20000
1603754371625,0.000000,20101
1603754396120,10.000000,25000
1603754396637,0.000000,25101
1603754421120,10.000000,30000
1603754421625,0.000000,30101
1603754446120,10.000000,35000
1603754446636,0.000000,35101
1603754471120,10.000000,40000
1603754471625,0.000000,40101
1603754496121,10.000000,45000
1603754496625,0.000000,45101
1603754521120,10.000000,50000
1603754521625,0.000000,50101
1603754546120,10.000000,55000
1603754546625,0.000000,55101
1603754571120,10.000000,60000
1603754571625,0.000000,60101
1603754596121,10.000000,65000
1603754596637,0.000000,65101
1603754621122,10.000000,70000
1603754621625,0.000000,70101
1603754646120,10.000000,75000
1603754646626,0.000000,75101
1603754671121,10.000000,80000
1603754671625,0.000000,80101
1603754696123,10.000000,85000
1603754696625,0.000000,85101
1603754721120,10.000000,90000
1603754721625,0.000000,90101
1603754746121,10.000000,95000
1603754746625,0.000000,95101
1603754771120,10.000000,100000
1603754771625,0.000000,100101
1603754796120,10.000000,105000
1603754796625,0.000000,105101
1603754821120,10.000000,110000
1603754821626,0.000000,110101
1603754846120,10.000000,115000
1603754846625,0.000000,115101
1603754871121,10.000000,120000
1603754871625,0.000000,120101
1603754896121,10.000000,125000
1603754896625,0.000000,125101
1603754921120,10.000000,130000
1603754921625,0.000000,130101
1603754946120,10.000000,135000
1603754946626,0.000000,135101
1603754971120,10.000000,140000
1603754971625,0.000000,140101
1603754996120,10.000000,145000
1603754996626,0.000000,145101
1603755021120,10.000000,150000
1603755021625,0.000000,150101
1603755046120,10.000000,155000
1603755046625,0.000000,155101
1603755071120,10.000000,160000
1603755071627,0.000000,160101
1603755096120,10.000000,165000
1603755096625,0.000000,165101
1603755121120,10.000000,170000
1603755121625,0.000000,170101
1603755146120,10.000000,175000
1603755146626,0.000000,175101
1603755171120,10.000000,180000
1603755171625,0.000000,180101
1603755196121,10.000000,185000
1603755196627,0.000000,185101
1603755221120,10.000000,190000
1603755221625,0.000000,190101
1603755246121,10.000000,195000
1603755246626,0.000000,195101
1603755271120,10.000000,200000
1603755271626,0.000000,200101
1603755296120,10.000000,205000
1603755296626,0.000000,205101
1603755321120,10.000000,210000
1603755321626,0.000000,210101
1603755346120,10.000000,215000
1603755346625,0.000000,215101
1603755371120,10.000000,220000
1603755371625,0.000000,220101
1603755396120,10.000000,225000
1603755396625,0.000000,225101
1603755421120,10.000000,230000
1603755421625,0.000000,230101
1603755446120,10.000000,235000
1603755446626,0.000000,235101
1603755471120,10.000000,240000
