name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t2;182.58573286787922;162.0;134.26783664554708;17;1179;369.0;444.0;917.1050000000105;917.1050000000105
run_0_t4;129.27254636011918;104.0;108.07319371180984;9;903;252.0;347.0;658.0;658.0
run_0_t5;167.40065926980034;142.0;126.83222399072947;9;917;338.0;426.25;715.0;715.0
run_0_t1;129.84554409214212;104.0;109.63722197456848;9;890;256.0;353.0;643.0;643.0
run_0_t3;103.49619780317516;65.0;97.69932917793034;6;672;230.0;267.0;574.0;574.0
run_0_t7;147.7704507048517;122.0;119.12803627051692;13;977;294.0;393.0;691.0;691.0
run_0_t6;160.35244808111352;139.0;122.80424275863633;13;923;325.0;409.0;705.0;705.0
run_1_t7;200.44609663361052;178.0;142.96376051154235;19;1187;403.0;474.0;954.0;954.0
run_1_t2;150.90746875972783;114.0;127.50194798917215;12;2009;300.0;406.0;831.1050000000105;831.1050000000105
run_1_t1;198.22798172277317;172.0;152.06814480749492;17;1687;401.0;474.0;1127.210000000021;1127.210000000021
run_1_t5;138.50115622359584;110.0;130.79252839367396;9;2009;266.0;372.0;1354.210000000021;1354.210000000021
run_1_t6;152.55001778805533;115.0;126.88245146624037;14;1316;307.0;411.0;880.1050000000105;880.1050000000105
run_1_t3;131.3426924445235;103.0;117.32183237284679;9;1699;257.0;358.0;835.4200000000419;835.4200000000419
run_1_t4;130.3845054920621;105.0;114.59258154639605;9;1717;253.0;351.0;863.0;863.0
run_2_t7;176.57571596922668;142.0;136.30789147624105;19;1195;355.0;450.0;905.1050000000105;905.1050000000105
run_2_t5;142.0915695735314;115.0;118.60186194778808;9;1054;294.0;383.0;670.1050000000105;670.1050000000105
run_2_t6;212.3744552408058;174.0;258.1420987692625;20;5144;413.0;485.0;4272.630000000063;4272.630000000063
run_2_t3;165.5560657268644;126.0;133.35275992255552;12;1173;336.0;437.0;876.0;876.0
run_2_t2;192.98787632854538;168.0;142.01860222499764;17;1347;393.0;466.0;1027.1050000000105;1027.1050000000105
run_2_t1;138.22812625072265;112.0;115.12122108802085;9;820;281.0;371.0;654.0;654.0
run_2_t4;180.33526037265975;156.0;133.7518640396451;17;1598;359.0;441.0;913.210000000021;913.210000000021
