name;avg;med;std;minimum;maximum;per90;per95;per99;per99
run_0_t3;288.2053242707448;299.0;174.01641226052456;-139.0;703.0;520.0;593.0;703.0;703.0
run_0_t4;2613.8156329651656;251.0;9541.189329644529;-179.0;51764.0;1392.0;27177.0;51764.0;51764.0
run_0_t2;162.14868309260834;106.0;143.5176072128861;-199.0;746.0;327.0;453.0;746.0;746.0
run_0_t5;409.33616539224016;302.0;326.6101139233798;23.0;1615.0;848.0;1093.0;1615.0;1615.0
run_0_t1;278.17133956386294;223.0;216.95860775582068;-162.0;1006.0;629.0;745.0;986.7000000000025;986.7000000000025
run_0_t7;303.2361937128292;258.0;223.1253195972656;-180.0;1060.0;608.0;826.0;1060.0;1060.0
run_0_t6;284.23307844803173;246.0;232.09321288345322;-110.0;1193.0;565.0;810.0;1193.0;1193.0
run_1_t6;75.45341263098273;200.0;985.1695541555835;-5692.0;892.0;598.0;660.0;892.0;892.0
run_1_t4;170.1345227980742;151.0;199.009221839434;-983.0;894.0;402.0;520.0;894.0;894.0
run_1_t3;362.4845652789578;292.0;267.121671739892;-150.0;1701.0;792.0;854.0;1701.0;1701.0
run_1_t2;429.5185499858397;324.0;383.1108581510599;-163.0;1819.0;899.0;1399.0;1819.0;1819.0
run_1_t7;415.20192580005664;249.0;847.8139148199033;-150.0;5432.0;702.0;959.0;5182.0;5182.0
run_1_t1;390.44180118946474;286.0;397.4644911780438;-182.0;1776.0;930.0;1443.0;1776.0;1776.0
run_1_t5;322.1376380628717;310.0;273.922582437166;-623.0;1096.0;708.0;765.0;1096.0;1096.0
run_2_t6;364.529028603795;250.0;315.3299089968299;-143.0;1176.0;1002.0;1106.0;1176.0;1176.0
run_2_t7;128.41206457094307;115.0;330.9465486775429;-1847.0;720.0;390.0;562.0;720.0;720.0
run_2_t1;3792.948173322005;293.0;12914.570694360327;-119.0;65592.0;642.0;41726.0;65592.0;65592.0
run_2_t3;131.4327386009629;71.0;159.6776691398179;-396.0;634.0;314.0;516.0;634.0;634.0
run_2_t5;260.67289719626166;226.0;173.04256420761072;-127.0;745.0;499.0;533.0;745.0;745.0
run_2_t4;351.49079580855283;272.0;335.6233005088911;-118.0;1844.0;678.0;811.0;1844.0;1844.0
run_2_t2;319.33956386292834;186.0;314.73495561551607;-224.0;1265.0;859.0;1053.0;1265.0;1265.0
