timestamp,value,producedElements
1603762283179,10.000000,5000
1603762283684,0.000000,5101
1603762308179,10.000000,10000
1603762308684,0.000000,10101
1603762333183,10.000000,15000
1603762333684,0.000000,15101
1603762358180,10.000000,20000
1603762358684,0.000000,20101
1603762383179,10.000000,25000
1603762383691,0.000000,25101
1603762408179,10.000000,30000
1603762408684,0.000000,30101
1603762433179,10.000000,35000
1603762433684,0.000000,35101
1603762458180,10.000000,40000
1603762458684,0.000000,40101
1603762483180,10.000000,45000
1603762483684,0.000000,45101
1603762508179,10.000000,50000
1603762508685,0.000000,50101
1603762533183,10.000000,55000
1603762533684,0.000000,55101
1603762558179,10.000000,60000
1603762558684,0.000000,60101
1603762583180,10.000000,65000
1603762583686,0.000000,65101
1603762608179,10.000000,70000
1603762608685,0.000000,70101
1603762633179,10.000000,75000
1603762633684,0.000000,75101
1603762658179,10.000000,80000
1603762658684,0.000000,80101
1603762683180,10.000000,85000
1603762683684,0.000000,85101
1603762708197,10.000000,90000
1603762708684,0.000000,90101
1603762733180,10.000000,95000
1603762733685,0.000000,95101
1603762758179,10.000000,100000
1603762758684,0.000000,100101
1603762783180,10.000000,105000
1603762783684,0.000000,105101
1603762808179,10.000000,110000
1603762808687,0.000000,110101
1603762833180,10.000000,115000
1603762833685,0.000000,115101
1603762858180,10.000000,120000
1603762858689,0.000000,120101
1603762883179,10.000000,125000
1603762883684,0.000000,125101
1603762908180,10.000000,130000
1603762908684,0.000000,130101
1603762933179,10.000000,135000
1603762933684,0.000000,135101
1603762958179,10.000000,140000
1603762958684,0.000000,140101
1603762983179,10.000000,145000
1603762983684,0.000000,145101
1603763008180,10.000000,150000
1603763008684,0.000000,150101
1603763033179,10.000000,155000
1603763033685,0.000000,155101
1603763058179,10.000000,160000
1603763058687,0.000000,160101
1603763083179,10.000000,165000
1603763083686,0.000000,165101
1603763108179,10.000000,170000
1603763108684,0.000000,170101
1603763133179,10.000000,175000
1603763133684,0.000000,175101
1603763158179,10.000000,180000
1603763158684,0.000000,180101
1603763183179,10.000000,185000
1603763183685,0.000000,185101
1603763208180,10.000000,190000
1603763208684,0.000000,190101
1603763233180,10.000000,195000
1603763233684,0.000000,195101
1603763258179,10.000000,200000
1603763258684,0.000000,200101
1603763283180,10.000000,205000
1603763283684,0.000000,205101
1603763308179,10.000000,210000
1603763308684,0.000000,210101
1603763333179,10.000000,215000
1603763333684,0.000000,215101
1603763358180,10.000000,220000
1603763358684,0.000000,220101
1603763383179,10.000000,225000
1603763383684,0.000000,225101
1603763408179,10.000000,230000
1603763408684,0.000000,230101
1603763433179,10.000000,235000
1603763433684,0.000000,235101
1603763458180,10.000000,240000
