timestamp,value,producedElements
1603769518506,10.000000,5000
1603769519012,0.000000,5101
1603769543505,10.000000,10000
1603769544010,0.000000,10101
1603769568505,10.000000,15000
1603769569010,0.000000,15101
1603769593506,10.000000,20000
1603769594010,0.000000,20101
1603769618505,10.000000,25000
1603769619010,0.000000,25101
1603769643505,10.000000,30000
1603769644010,0.000000,30101
1603769668505,10.000000,35000
1603769669010,0.000000,35101
1603769693505,10.000000,40000
1603769694010,0.000000,40101
1603769718505,10.000000,45000
1603769719010,0.000000,45101
1603769743505,10.000000,50000
1603769744011,0.000000,50101
1603769768505,10.000000,55000
1603769769010,0.000000,55101
1603769793505,10.000000,60000
1603769794010,0.000000,60101
1603769818505,10.000000,65000
1603769819010,0.000000,65101
1603769843505,10.000000,70000
1603769844010,0.000000,70101
1603769868505,10.000000,75000
1603769869010,0.000000,75101
1603769893505,10.000000,80000
1603769894010,0.000000,80101
1603769918506,10.000000,85000
1603769919011,0.000000,85101
1603769943505,10.000000,90000
1603769944010,0.000000,90101
1603769968505,10.000000,95000
1603769969010,0.000000,95101
1603769993505,10.000000,100000
1603769994010,0.000000,100101
1603770018506,10.000000,105000
1603770019010,0.000000,105101
1603770043505,10.000000,110000
1603770044012,0.000000,110101
1603770068505,10.000000,115000
1603770069010,0.000000,115101
1603770093506,10.000000,120000
1603770094010,0.000000,120101
1603770118505,10.000000,125000
1603770119017,0.000000,125101
1603770143505,10.000000,130000
1603770144010,0.000000,130101
1603770168506,10.000000,135000
1603770169010,0.000000,135101
1603770193505,10.000000,140000
1603770194010,0.000000,140101
1603770218505,10.000000,145000
1603770219010,0.000000,145101
1603770243505,10.000000,150000
1603770244010,0.000000,150101
1603770268506,10.000000,155000
1603770269011,0.000000,155101
1603770293506,10.000000,160000
1603770294010,0.000000,160101
1603770318505,10.000000,165000
1603770319011,0.000000,165101
1603770343505,10.000000,170000
1603770344011,0.000000,170101
1603770368505,10.000000,175000
1603770369011,0.000000,175101
1603770393505,10.000000,180000
1603770394010,0.000000,180101
1603770418505,10.000000,185000
1603770419011,0.000000,185101
1603770443505,10.000000,190000
1603770444010,0.000000,190101
1603770468505,10.000000,195000
1603770469010,0.000000,195101
1603770493505,10.000000,200000
1603770494010,0.000000,200101
1603770518505,10.000000,205000
1603770519010,0.000000,205101
1603770543505,10.000000,210000
1603770544010,0.000000,210101
1603770568505,10.000000,215000
1603770569010,0.000000,215101
1603770593505,10.000000,220000
1603770594010,0.000000,220101
1603770618505,10.000000,225000
1603770619010,0.000000,225101
1603770643506,10.000000,230000
1603770644010,0.000000,230101
1603770668505,10.000000,235000
1603770669010,0.000000,235101
1603770693505,10.000000,240000
